Variant_name,Run_Batch,Variant_path,date_created,date_loaded,FSW_rows,Simulation_columns,FSW_columns,Scenario,Month,Time_offset,Description,data_file
10_72.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_10_72.0_0.xml_logs,2025-08-29T04:13:23.921535,2025-08-29T04:13:35.764829,602,69,134,baseline,October,72.0,Firesat_Baseline October Time Offset:72.0,./data/raw/baseline/fsw_data_10_72.0_0.csv
10_108.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_10_108.0_0.xml_logs,2025-08-29T04:13:35.865937,2025-08-29T04:13:47.607301,602,69,134,baseline,October,108.0,Firesat_Baseline October Time Offset:108.0,./data/raw/baseline/fsw_data_10_108.0_0.csv
10_144.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_10_144.0_0.xml_logs,2025-08-29T04:13:47.702900,2025-08-29T04:14:00.449875,602,69,134,baseline,October,144.0,Firesat_Baseline October Time Offset:144.0,./data/raw/baseline/fsw_data_10_144.0_0.csv
10_180.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_10_180.0_0.xml_logs,2025-08-29T04:14:00.546851,2025-08-29T04:14:12.292307,602,69,134,baseline,October,180.0,Firesat_Baseline October Time Offset:180.0,./data/raw/baseline/fsw_data_10_180.0_0.csv
10_216.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_10_216.0_0.xml_logs,2025-08-29T04:14:12.393942,2025-08-29T04:14:24.125578,602,69,134,baseline,October,216.0,Firesat_Baseline October Time Offset:216.0,./data/raw/baseline/fsw_data_10_216.0_0.csv
10_252.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_10_252.0_0.xml_logs,2025-08-29T04:14:24.225736,2025-08-29T04:14:35.958163,602,69,134,baseline,October,252.0,Firesat_Baseline October Time Offset:252.0,./data/raw/baseline/fsw_data_10_252.0_0.csv
10_288.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_10_288.0_0.xml_logs,2025-08-29T04:14:36.050798,2025-08-29T04:14:47.789656,602,69,134,baseline,October,288.0,Firesat_Baseline October Time Offset:288.0,./data/raw/baseline/fsw_data_10_288.0_0.csv
10_324.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_10_324.0_0.xml_logs,2025-08-29T04:14:47.889898,2025-08-29T04:14:59.687261,602,69,134,baseline,October,324.0,Firesat_Baseline October Time Offset:324.0,./data/raw/baseline/fsw_data_10_324.0_0.csv
11_0.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_11_0.0_0.xml_logs,2025-08-29T04:14:59.816361,2025-08-29T04:15:11.599656,602,69,134,baseline,November,0.0,Firesat_Baseline November Time Offset:0.0,./data/raw/baseline/fsw_data_11_0.0_0.csv
11_36.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_11_36.0_0.xml_logs,2025-08-29T04:15:11.698598,2025-08-29T04:15:24.477685,602,69,134,baseline,November,36.0,Firesat_Baseline November Time Offset:36.0,./data/raw/baseline/fsw_data_11_36.0_0.csv
11_72.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_11_72.0_0.xml_logs,2025-08-29T04:15:24.573579,2025-08-29T04:15:36.328466,602,69,134,baseline,November,72.0,Firesat_Baseline November Time Offset:72.0,./data/raw/baseline/fsw_data_11_72.0_0.csv
11_108.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_11_108.0_0.xml_logs,2025-08-29T04:15:36.425409,2025-08-29T04:15:48.249923,602,69,134,baseline,November,108.0,Firesat_Baseline November Time Offset:108.0,./data/raw/baseline/fsw_data_11_108.0_0.csv
11_144.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_11_144.0_0.xml_logs,2025-08-29T04:15:48.350995,2025-08-29T04:16:01.108431,602,69,134,baseline,November,144.0,Firesat_Baseline November Time Offset:144.0,./data/raw/baseline/fsw_data_11_144.0_0.csv
11_180.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_11_180.0_0.xml_logs,2025-08-29T04:16:01.209404,2025-08-29T04:16:12.988526,602,69,134,baseline,November,180.0,Firesat_Baseline November Time Offset:180.0,./data/raw/baseline/fsw_data_11_180.0_0.csv
11_216.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_11_216.0_0.xml_logs,2025-08-29T04:16:13.085271,2025-08-29T04:16:24.880487,602,69,134,baseline,November,216.0,Firesat_Baseline November Time Offset:216.0,./data/raw/baseline/fsw_data_11_216.0_0.csv
11_252.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_11_252.0_0.xml_logs,2025-08-29T04:16:24.983619,2025-08-29T04:16:36.731748,602,69,134,baseline,November,252.0,Firesat_Baseline November Time Offset:252.0,./data/raw/baseline/fsw_data_11_252.0_0.csv
11_288.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_11_288.0_0.xml_logs,2025-08-29T04:16:36.828702,2025-08-29T04:16:48.619387,602,69,134,baseline,November,288.0,Firesat_Baseline November Time Offset:288.0,./data/raw/baseline/fsw_data_11_288.0_0.csv
11_324.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_11_324.0_0.xml_logs,2025-08-29T04:16:48.715351,2025-08-29T04:17:00.477372,602,69,134,baseline,November,324.0,Firesat_Baseline November Time Offset:324.0,./data/raw/baseline/fsw_data_11_324.0_0.csv
12_0.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_12_0.0_0.xml_logs,2025-08-29T04:17:00.574167,2025-08-29T04:17:13.341921,602,69,134,baseline,December,0.0,Firesat_Baseline December Time Offset:0.0,./data/raw/baseline/fsw_data_12_0.0_0.csv
12_36.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_12_36.0_0.xml_logs,2025-08-29T04:17:13.441203,2025-08-29T04:17:26.198361,602,69,134,baseline,December,36.0,Firesat_Baseline December Time Offset:36.0,./data/raw/baseline/fsw_data_12_36.0_0.csv
12_72.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_12_72.0_0.xml_logs,2025-08-29T04:17:26.296320,2025-08-29T04:17:38.075869,602,69,134,baseline,December,72.0,Firesat_Baseline December Time Offset:72.0,./data/raw/baseline/fsw_data_12_72.0_0.csv
12_108.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_12_108.0_0.xml_logs,2025-08-29T04:17:38.181748,2025-08-29T04:17:50.035179,602,69,134,baseline,December,108.0,Firesat_Baseline December Time Offset:108.0,./data/raw/baseline/fsw_data_12_108.0_0.csv
12_144.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_12_144.0_0.xml_logs,2025-08-29T04:17:50.135721,2025-08-29T04:18:01.907982,602,69,134,baseline,December,144.0,Firesat_Baseline December Time Offset:144.0,./data/raw/baseline/fsw_data_12_144.0_0.csv
12_180.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_12_180.0_0.xml_logs,2025-08-29T04:18:02.011401,2025-08-29T04:18:13.737683,602,69,134,baseline,December,180.0,Firesat_Baseline December Time Offset:180.0,./data/raw/baseline/fsw_data_12_180.0_0.csv
12_216.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_12_216.0_0.xml_logs,2025-08-29T04:18:13.832247,2025-08-29T04:18:25.621336,602,69,134,baseline,December,216.0,Firesat_Baseline December Time Offset:216.0,./data/raw/baseline/fsw_data_12_216.0_0.csv
12_252.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_12_252.0_0.xml_logs,2025-08-29T04:18:25.719604,2025-08-29T04:18:37.503858,602,69,134,baseline,December,252.0,Firesat_Baseline December Time Offset:252.0,./data/raw/baseline/fsw_data_12_252.0_0.csv
12_288.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_12_288.0_0.xml_logs,2025-08-29T04:18:37.604205,2025-08-29T04:18:49.335599,602,69,134,baseline,December,288.0,Firesat_Baseline December Time Offset:288.0,./data/raw/baseline/fsw_data_12_288.0_0.csv
12_324.0_0,Firesat_Baseline,Firesat_Baseline/FireSat_baseline_updated_12_324.0_0.xml_logs,2025-08-29T04:18:49.442248,2025-08-29T04:19:01.190335,602,69,134,baseline,December,324.0,Firesat_Baseline December Time Offset:324.0,./data/raw/baseline/fsw_data_12_324.0_0.csv
